name,value,datum,datum_parsed,rok,mesic,den,denvroce,nazev,grp,date_aligned
Daň                    z technických her,4413930830.49,13. 9. 2019,2019-09-13,2019,9,13,256,Daň z technických her,2019 Daň z technických her,2000-09-13
DPH,307146399571.11,30. 9. 2019,2019-09-30,2019,9,30,273,DPH,2019 DPH,2000-09-30
DPPO,145194011460.07,30. 9. 2019,2019-09-30,2019,9,30,273,DPPO,2019 DPPO,2000-09-30
DPFO                    závislá činnost,157047246639.4,30. 9. 2019,2019-09-30,2019,9,30,273,DPFO závislá činnost,2019 DPFO závislá činnost,2000-09-30
DPFO                    zvláštní sazba,15529790418.86,30. 9. 2019,2019-09-30,2019,9,30,273,DPFO zvláštní sazba,2019 DPFO zvláštní sazba,2000-09-30
DPFO                    podávajících přiznání,5704505308.3,30. 9. 2019,2019-09-30,2019,9,30,273,DPFO podávajících přiznání,2019 DPFO podávajících přiznání,2000-09-30
Daň                    z hazardních her,2979541205.75,30. 9. 2019,2019-09-30,2019,9,30,273,Daň z hazardních her,2019 Daň z hazardních her,2000-09-30
Daň                    z technických her,4451895380.81,30. 9. 2019,2019-09-30,2019,9,30,273,Daň z technických her,2019 Daň z technických her,2000-09-30
DPH,310103185679.22,15. 10. 2019,2019-10-15,2019,10,15,288,DPH,2019 DPH,2000-10-15
DPPO,146279671942.5,15. 10. 2019,2019-10-15,2019,10,15,288,DPPO,2019 DPPO,2000-10-15
DPFO                    závislá činnost,168066653690.18,15. 10. 2019,2019-10-15,2019,10,15,288,DPFO závislá činnost,2019 DPFO závislá činnost,2000-10-15
DPFO                    zvláštní sazba,16247989037.03,15. 10. 2019,2019-10-15,2019,10,15,288,DPFO zvláštní sazba,2019 DPFO zvláštní sazba,2000-10-15
DPFO                    podávajících přiznání,5894151417.06,15. 10. 2019,2019-10-15,2019,10,15,288,DPFO podávajících přiznání,2019 DPFO podávajících přiznání,2000-10-15
Daň                    z hazardních her,2967903211.75,15. 10. 2019,2019-10-15,2019,10,15,288,Daň z hazardních her,2019 Daň z hazardních her,2000-10-15
Daň                    z technických her,4483278495.81,15. 10. 2019,2019-10-15,2019,10,15,288,Daň z technických her,2019 Daň z technických her,2000-10-15
DPH,354880167002.43,31. 10. 2019,2019-10-31,2019,10,31,304,DPH,2019 DPH,2000-10-31
DPPO,146953702831.58,31. 10. 2019,2019-10-31,2019,10,31,304,DPPO,2019 DPPO,2000-10-31
DPFO                    závislá činnost,174939608309.18,31. 10. 2019,2019-10-31,2019,10,31,304,DPFO závislá činnost,2019 DPFO závislá činnost,2000-10-31
DPFO                    zvláštní sazba,17269389037.49,31. 10. 2019,2019-10-31,2019,10,31,304,DPFO zvláštní sazba,2019 DPFO zvláštní sazba,2000-10-31
DPFO                    podávajících přiznání,6143184613.27,31. 10. 2019,2019-10-31,2019,10,31,304,DPFO podávajících přiznání,2019 DPFO podávajících přiznání,2000-10-31
Daň                    z hazardních her,4052321670.75,31. 10. 2019,2019-10-31,2019,10,31,304,Daň z hazardních her,2019 Daň z hazardních her,2000-10-31
Daň                    z technických her,5773120354.9,31. 10. 2019,2019-10-31,2019,10,31,304,Daň z technických her,2019 Daň z technických her,2000-10-31
DPH,357842477756.94,15. 11. 2019,2019-11-15,2019,11,15,319,DPH,2019 DPH,2000-11-15
DPPO,145919387495.31,15. 11. 2019,2019-11-15,2019,11,15,319,DPPO,2019 DPPO,2000-11-15
DPFO                    závislá činnost,186886982897.6,15. 11. 2019,2019-11-15,2019,11,15,319,DPFO závislá činnost,2019 DPFO závislá činnost,2000-11-15
DPFO                    zvláštní sazba,17943347695.72,15. 11. 2019,2019-11-15,2019,11,15,319,DPFO zvláštní sazba,2019 DPFO zvláštní sazba,2000-11-15
DPFO                    podávajících přiznání,6300876887.8,15. 11. 2019,2019-11-15,2019,11,15,319,DPFO podávajících přiznání,2019 DPFO podávajících přiznání,2000-11-15
Daň                    z hazardních her,4057558836.31,15. 11. 2019,2019-11-15,2019,11,15,319,Daň z hazardních her,2019 Daň z hazardních her,2000-11-15
Daň                    z technických her,5807542262.9,15. 11. 2019,2019-11-15,2019,11,15,319,Daň z technických her,2019 Daň z technických her,2000-11-15
DPH,393457542397.43,29. 11. 2019,2019-11-29,2019,11,29,333,DPH,2019 DPH,2000-11-29
DPPO,146550639687.76,29. 11. 2019,2019-11-29,2019,11,29,333,DPPO,2019 DPPO,2000-11-29
DPFO                    závislá činnost,193677088074.29,29. 11. 2019,2019-11-29,2019,11,29,333,DPFO závislá činnost,2019 DPFO závislá činnost,2000-11-29
DPFO                    zvláštní sazba,18674736165.31,29. 11. 2019,2019-11-29,2019,11,29,333,DPFO zvláštní sazba,2019 DPFO zvláštní sazba,2000-11-29
DPFO                    podávajících přiznání,6493491501.42,29. 11. 2019,2019-11-29,2019,11,29,333,DPFO podávajících přiznání,2019 DPFO podávajících přiznání,2000-11-29
Daň                    z hazardních her,4023133054.31,29. 11. 2019,2019-11-29,2019,11,29,333,Daň z hazardních her,2019 Daň z hazardních her,2000-11-29
Daň                    z technických her,5879623479.9,29. 11. 2019,2019-11-29,2019,11,29,333,Daň z technických her,2019 Daň z technických her,2000-11-29
DPH,396522272012.31,16. 12. 2019,2019-12-16,2019,12,16,350,DPH,2019 DPH,2000-12-16
DPPO,179392867241.25,16. 12. 2019,2019-12-16,2019,12,16,350,DPPO,2019 DPPO,2000-12-16
DPFO                    závislá činnost,208480427500.19,16. 12. 2019,2019-12-16,2019,12,16,350,DPFO závislá činnost,2019 DPFO závislá činnost,2000-12-16
DPFO                    zvláštní sazba,19511014564.97,16. 12. 2019,2019-12-16,2019,12,16,350,DPFO zvláštní sazba,2019 DPFO zvláštní sazba,2000-12-16
DPFO                    podávajících přiznání,9390186592.55,16. 12. 2019,2019-12-16,2019,12,16,350,DPFO podávajících přiznání,2019 DPFO podávajících přiznání,2000-12-16
Daň                    z hazardních her,4023133054.31,16. 12. 2019,2019-12-16,2019,12,16,350,Daň z hazardních her,2019 Daň z hazardních her,2000-12-16
Daň                    z technických her,5934773479.9,16. 12. 2019,2019-12-16,2019,12,16,350,Daň z technických her,2019 Daň z technických her,2000-12-16
DPH,431583308033.33,31. 12. 2019,2019-12-31,2019,12,31,365,DPH,2019 DPH,2000-12-31
DPPO,182897585977.29,31. 12. 2019,2019-12-31,2019,12,31,365,DPPO,2019 DPPO,2000-12-31
DPFO                    závislá činnost,216290103422.01,31. 12. 2019,2019-12-31,2019,12,31,365,DPFO závislá činnost,2019 DPFO závislá činnost,2000-12-31
DPFO                    zvláštní sazba,20457229068.13,31. 12. 2019,2019-12-31,2019,12,31,365,DPFO zvláštní sazba,2019 DPFO zvláštní sazba,2000-12-31
DPFO                    podávajících přiznání,9892961198.03,31. 12. 2019,2019-12-31,2019,12,31,365,DPFO podávajících přiznání,2019 DPFO podávajících přiznání,2000-12-31
Daň                    z hazardních her,4032694020.31,31. 12. 2019,2019-12-31,2019,12,31,365,Daň z hazardních her,2019 Daň z hazardních her,2000-12-31
Daň                    z technických her,6066337344.9,31. 12. 2019,2019-12-31,2019,12,31,365,Daň z technických her,2019 Daň z technických her,2000-12-31
DPH,3446531662.31,15. 1. 2018,2018-01-15,2018,1,15,15,DPH,2018 DPH,2000-01-15
DPPO,822106815.93,15. 1. 2018,2018-01-15,2018,1,15,15,DPPO,2018 DPPO,2000-01-15
DPFO                    závislá činnost,10015042808.47,15. 1. 2018,2018-01-15,2018,1,15,15,DPFO závislá činnost,2018 DPFO závislá činnost,2000-01-15
DPFO                    zvláštní sazba,420021107.53,15. 1. 2018,2018-01-15,2018,1,15,15,DPFO zvláštní sazba,2018 DPFO zvláštní sazba,2000-01-15
DPFO                    podávajících přiznání,136662642.59,15. 1. 2018,2018-01-15,2018,1,15,15,DPFO podávajících přiznání,2018 DPFO podávajících přiznání,2000-01-15
Daň                    z hazardních her,3189585,15. 1. 2018,2018-01-15,2018,1,15,15,Daň z hazardních her,2018 Daň z hazardních her,2000-01-15
Daň                    z technických her,48071950,15. 1. 2018,2018-01-15,2018,1,15,15,Daň z technických her,2018 Daň z technických her,2000-01-15
DPH,46244705410.31,31. 1. 2018,2018-01-31,2018,1,31,31,DPH,2018 DPH,2000-01-31
DPPO,1518319482.87,31. 1. 2018,2018-01-31,2018,1,31,31,DPPO,2018 DPPO,2000-01-31
DPFO                    závislá činnost,16864509543.17,31. 1. 2018,2018-01-31,2018,1,31,31,DPFO závislá činnost,2018 DPFO závislá činnost,2000-01-31
DPFO                    zvláštní sazba,1675035271.32,31. 1. 2018,2018-01-31,2018,1,31,31,DPFO zvláštní sazba,2018 DPFO zvláštní sazba,2000-01-31
DPFO                    podávajících přiznání,301314327.21,31. 1. 2018,2018-01-31,2018,1,31,31,DPFO podávajících přiznání,2018 DPFO podávajících přiznání,2000-01-31
Daň                    z hazardních her,980184964,31. 1. 2018,2018-01-31,2018,1,31,31,Daň z hazardních her,2018 Daň z hazardních her,2000-01-31
Daň                    z technických her,1965949501,31. 1. 2018,2018-01-31,2018,1,31,31,Daň z technických her,2018 Daň z technických her,2000-01-31
DPH,48958535939.55,15. 2. 2018,2018-02-15,2018,2,15,46,DPH,2018 DPH,2000-02-15
DPPO,1746601319.96,15. 2. 2018,2018-02-15,2018,2,15,46,DPPO,2018 DPPO,2000-02-15
DPFO                    závislá činnost,26263168477.38,15. 2. 2018,2018-02-15,2018,2,15,46,DPFO závislá činnost,2018 DPFO závislá činnost,2000-02-15
DPFO                    zvláštní sazba,2098447775.26,15. 2. 2018,2018-02-15,2018,2,15,46,DPFO zvláštní sazba,2018 DPFO zvláštní sazba,2000-02-15
DPFO                    podávajících přiznání,479976453.97,15. 2. 2018,2018-02-15,2018,2,15,46,DPFO podávajících přiznání,2018 DPFO podávajících přiznání,2000-02-15
Daň                    z hazardních her,998600270,15. 2. 2018,2018-02-15,2018,2,15,46,Daň z hazardních her,2018 Daň z hazardních her,2000-02-15
Daň                    z technických her,2048244491.62,15. 2. 2018,2018-02-15,2018,2,15,46,Daň z technických her,2018 Daň z technických her,2000-02-15
DPH,68396684453.5,28. 2. 2018,2018-02-28,2018,2,28,59,DPH,2018 DPH,2000-02-28
DPPO,2398388036.99,28. 2. 2018,2018-02-28,2018,2,28,59,DPPO,2018 DPPO,2000-02-28
DPFO                    závislá činnost,32009163712.63,28. 2. 2018,2018-02-28,2018,2,28,59,DPFO závislá činnost,2018 DPFO závislá činnost,2000-02-28
DPFO                    zvláštní sazba,2557219452.5,28. 2. 2018,2018-02-28,2018,2,28,59,DPFO zvláštní sazba,2018 DPFO zvláštní sazba,2000-02-28
DPFO                    podávajících přiznání,806970513.33,28. 2. 2018,2018-02-28,2018,2,28,59,DPFO podávajících přiznání,2018 DPFO podávajících přiznání,2000-02-28
Daň                    z hazardních her,1003377111,28. 2. 2018,2018-02-28,2018,2,28,59,Daň z hazardních her,2018 Daň z hazardních her,2000-02-28
Daň                    z technických her,2105458341.62,28. 2. 2018,2018-02-28,2018,2,28,59,Daň z technických her,2018 Daň z technických her,2000-02-28
DPH,70308069875.04,15. 3. 2018,2018-03-15,2018,3,15,74,DPH,2018 DPH,2000-03-15
DPPO,32043046812.43,15. 3. 2018,2018-03-15,2018,3,15,74,DPPO,2018 DPPO,2000-03-15
DPFO                    závislá činnost,39707412262.33,15. 3. 2018,2018-03-15,2018,3,15,74,DPFO závislá činnost,2018 DPFO závislá činnost,2000-03-15
DPFO                    zvláštní sazba,3038409126.01,15. 3. 2018,2018-03-15,2018,3,15,74,DPFO zvláštní sazba,2018 DPFO zvláštní sazba,2000-03-15
DPFO                    podávajících přiznání,3020199704.69,15. 3. 2018,2018-03-15,2018,3,15,74,DPFO podávajících přiznání,2018 DPFO podávajících přiznání,2000-03-15
Daň                    z hazardních her,1003791747,15. 3. 2018,2018-03-15,2018,3,15,74,Daň z hazardních her,2018 Daň z hazardních her,2000-03-15
Daň                    z technických her,2163590528.62,15. 3. 2018,2018-03-15,2018,3,15,74,Daň z technických her,2018 Daň z technických her,2000-03-15
DPH,92644832612.51,29. 3. 2018,2018-03-29,2018,3,29,88,DPH,2018 DPH,2000-03-29
DPPO,39072347864.21,29. 3. 2018,2018-03-29,2018,3,29,88,DPPO,2018 DPPO,2000-03-29
DPFO                    závislá činnost,44288560275.32,29. 3. 2018,2018-03-29,2018,3,29,88,DPFO závislá činnost,2018 DPFO závislá činnost,2000-03-29
DPFO                    zvláštní sazba,3585628848.41,29. 3. 2018,2018-03-29,2018,3,29,88,DPFO zvláštní sazba,2018 DPFO zvláštní sazba,2000-03-29
DPFO                    podávajících přiznání,6767812777.78,29. 3. 2018,2018-03-29,2018,3,29,88,DPFO podávajících přiznání,2018 DPFO podávajících přiznání,2000-03-29
Daň                    z hazardních her,1003346723,29. 3. 2018,2018-03-29,2018,3,29,88,Daň z hazardních her,2018 Daň z hazardních her,2000-03-29
Daň                    z technických her,2183524411.62,29. 3. 2018,2018-03-29,2018,3,29,88,Daň z technických her,2018 Daň z technických her,2000-03-29
DPH,94543764044.51,13. 4. 2018,2018-04-13,2018,4,13,103,DPH,2018 DPH,2000-04-13
DPPO,41887982098.08,13. 4. 2018,2018-04-13,2018,4,13,103,DPPO,2018 DPPO,2000-04-13
DPFO                    závislá činnost,51040990106.39,13. 4. 2018,2018-04-13,2018,4,13,103,DPFO závislá činnost,2018 DPFO závislá činnost,2000-04-13
DPFO                    zvláštní sazba,4157851870.07,13. 4. 2018,2018-04-13,2018,4,13,103,DPFO zvláštní sazba,2018 DPFO zvláštní sazba,2000-04-13
DPFO                    podávajících přiznání,8692729555.94,13. 4. 2018,2018-04-13,2018,4,13,103,DPFO podávajících přiznání,2018 DPFO podávajících přiznání,2000-04-13
Daň                    z hazardních her,1008954974,13. 4. 2018,2018-04-13,2018,4,13,103,Daň z hazardních her,2018 Daň z hazardních her,2000-04-13
Daň                    z technických her,2215289708.62,13. 4. 2018,2018-04-13,2018,4,13,103,Daň z technických her,2018 Daň z technických her,2000-04-13
DPH,131746705833.5,30. 4. 2018,2018-04-30,2018,4,30,120,DPH,2018 DPH,2000-04-30
DPPO,41791948193.03,30. 4. 2018,2018-04-30,2018,4,30,120,DPPO,2018 DPPO,2000-04-30
DPFO                    závislá činnost,56099005571.78,30. 4. 2018,2018-04-30,2018,4,30,120,DPFO závislá činnost,2018 DPFO závislá činnost,2000-04-30
DPFO                    zvláštní sazba,4954284855.58,30. 4. 2018,2018-04-30,2018,4,30,120,DPFO zvláštní sazba,2018 DPFO zvláštní sazba,2000-04-30
DPFO                    podávajících přiznání,-2038939198.57,30. 4. 2018,2018-04-30,2018,4,30,120,DPFO podávajících přiznání,2018 DPFO podávajících přiznání,2000-04-30
Daň                    z hazardních her,1884697994,30. 4. 2018,2018-04-30,2018,4,30,120,Daň z hazardních her,2018 Daň z hazardních her,2000-04-30
Daň                    z technických her,3146065462,30. 4. 2018,2018-04-30,2018,4,30,120,Daň z technických her,2018 Daň z technických her,2000-04-30
DPH,133785128376.58,15. 5. 2018,2018-05-15,2018,5,15,135,DPH,2018 DPH,2000-05-15
DPPO,41968271292.61,15. 5. 2018,2018-05-15,2018,5,15,135,DPPO,2018 DPPO,2000-05-15
DPFO                    závislá činnost,66041315209.57,15. 5. 2018,2018-05-15,2018,5,15,135,DPFO závislá činnost,2018 DPFO závislá činnost,2000-05-15
DPFO                    zvláštní sazba,5483743367.05,15. 5. 2018,2018-05-15,2018,5,15,135,DPFO zvláštní sazba,2018 DPFO zvláštní sazba,2000-05-15
DPFO                    podávajících přiznání,-4074063018.18,15. 5. 2018,2018-05-15,2018,5,15,135,DPFO podávajících přiznání,2018 DPFO podávajících přiznání,2000-05-15
Daň                    z hazardních her,1899024299,15. 5. 2018,2018-05-15,2018,5,15,135,Daň z hazardních her,2018 Daň z hazardních her,2000-05-15
Daň                    z technických her,3184728743,15. 5. 2018,2018-05-15,2018,5,15,135,Daň z technických her,2018 Daň z technických her,2000-05-15
DPH,161570105028.87,31. 5. 2018,2018-05-31,2018,5,31,151,DPH,2018 DPH,2000-05-31
DPPO,43196464060.23,31. 5. 2018,2018-05-31,2018,5,31,151,DPPO,2018 DPPO,2000-05-31
DPFO                    závislá činnost,72746343248.47,31. 5. 2018,2018-05-31,2018,5,31,151,DPFO závislá činnost,2018 DPFO závislá činnost,2000-05-31
DPFO                    zvláštní sazba,6372701136.16,31. 5. 2018,2018-05-31,2018,5,31,151,DPFO zvláštní sazba,2018 DPFO zvláštní sazba,2000-05-31
DPFO                    podávajících přiznání,-3951892644.93,31. 5. 2018,2018-05-31,2018,5,31,151,DPFO podávajících přiznání,2018 DPFO podávajících přiznání,2000-05-31
Daň                    z hazardních her,1939661260,31. 5. 2018,2018-05-31,2018,5,31,151,Daň z hazardních her,2018 Daň z hazardních her,2000-05-31
Daň                    z technických her,3249875166,31. 5. 2018,2018-05-31,2018,5,31,151,Daň z technických her,2018 Daň z technických her,2000-05-31
DPH,162493031210.67,15. 6. 2018,2018-06-15,2018,6,15,166,DPH,2018 DPH,2000-06-15
DPPO,74433594515.27,15. 6. 2018,2018-06-15,2018,6,15,166,DPPO,2018 DPPO,2000-06-15
DPFO                    závislá činnost,83367199210.9,15. 6. 2018,2018-06-15,2018,6,15,166,DPFO závislá činnost,2018 DPFO závislá činnost,2000-06-15
DPFO                    zvláštní sazba,7035962909.64,15. 6. 2018,2018-06-15,2018,6,15,166,DPFO zvláštní sazba,2018 DPFO zvláštní sazba,2000-06-15
DPFO                    podávajících přiznání,-1464155535.88,15. 6. 2018,2018-06-15,2018,6,15,166,DPFO podávajících přiznání,2018 DPFO podávajících přiznání,2000-06-15
Daň                    z hazardních her,1932456996,15. 6. 2018,2018-06-15,2018,6,15,166,Daň z hazardních her,2018 Daň z hazardních her,2000-06-15
Daň                    z technických her,3324582084,15. 6. 2018,2018-06-15,2018,6,15,166,Daň z technických her,2018 Daň z technických her,2000-06-15
DPH,194486716079.76,29. 6. 2018,2018-06-29,2018,6,29,180,DPH,2018 DPH,2000-06-29
DPPO,93203531918.85,29. 6. 2018,2018-06-29,2018,6,29,180,DPPO,2018 DPPO,2000-06-29
DPFO                    závislá činnost,89855531021.23,29. 6. 2018,2018-06-29,2018,6,29,180,DPFO závislá činnost,2018 DPFO závislá činnost,2000-06-29
